type,countryName,countryCode,mcc,mnc,brand,operator,status,bands,notes
National,Comoros,KM,654,02,TELCO SA,Telecom Malagasy (Telma),Operational,GSM 900 / UMTS 900 / LTE 800,
National,Congo,CG,629,01,Airtel,Celtel Congo,Operational,GSM 900 / GSM 1800 / UMTS 900 / UMTS 2100 / LTE 2600,Former Zain and Celtel brand
National,Congo,CG,629,07,Airtel,Warid Telecom,Operational,GSM 900,Acquired by Airtel in 2014
National,Congo,CG,629,10,Libertis Telecom,MTN CONGO S.A,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 2600,
National,Democratic Republic of the Congo,CD,630,01,Vodacom,Vodacom Congo RDC sprl,Operational,GSM 900 / GSM 1800 / UMTS 2100 / TD-LTE 3500 / WiMAX 3500,
National,Democratic Republic of the Congo,CD,630,02,Airtel,Airtel sprl,Operational,GSM 900 / UMTS 2100,
National,Democratic Republic of the Congo,CD,630,05,Supercell,Supercell SPRL,Operational,GSM 900 / GSM 1800,
National,Democratic Republic of the Congo,CD,630,86,Orange RDC,Orange RDC sarl,Operational,GSM 900 / GSM 1800 / UMTS 2100 / TD-LTE 2600,
National,Democratic Republic of the Congo,CD,630,88,YTT,Yozma Timeturns sprl,Not operational,GSM 900 / GSM 1800,Planned
National,Democratic Republic of the Congo,CD,630,89,Orange RDC,Orange RDC sarl,Operational,GSM 900 / GSM 1800 / UMTS 2100,"Former OASIS, Tigo; acquired by Orange 2016"
National,Democratic Republic of the Congo,CD,630,90,Africell,Africell RDC sprl,Operational,GSM 900 / GSM 1800,
National,Djibouti,DJ,638,01,Evatis,Djibouti Telecom SA,Operational,GSM 900 / UMTS 2100 / LTE 800 / LTE 1800,
National,Egypt,EG,602,01,Orange,Orange Egypt,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 1800,Former Mobinil
National,Egypt,EG,602,02,Vodafone,Vodafone Egypt,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 1800,
National,Egypt,EG,602,03,Etisalat,Etisalat Egypt,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 1800,
National,Egypt,EG,602,04,WE,Telecom Egypt,Operational,LTE 1800,
National,Equatorial Guinea,GQ,627,01,Orange GQ,GETESA,Operational,GSM 900,
National,Equatorial Guinea,GQ,627,03,Muni,Green Com S.A.,Operational,GSM 900 / GSM 1800 / UMTS 900,Former HiTS
National,Eritrea,ER,657,01,Eritel,Eritrea Telecommunications Services Corporation,Operational,GSM 900,
National,Ethiopia,ET,636,01,MTN,Ethio Telecom,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 1800,
National,French Indian Ocean Territories (France),YT/RE,647,00,Orange,Orange La Réunion,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 1800,"Mayotte, Réunion"
National,French Indian Ocean Territories (France),YT/RE,647,01,Maoré Mobile,BJT Partners,Operational,GSM 900 / GSM 1800 / LTE 1800,Mayotte
National,French Indian Ocean Territories (France),YT/RE,647,02,Only,Telco OI,Operational,Unknown,"Mayotte, Réunion; former Outremer Telecom, Only"
National,French Indian Ocean Territories (France),YT/RE,647,03,Free,Telco OI,Operational,GSM 900 / GSM 1800 / UMTS 900 / UMTS 2100 / LTE 800 / LTE 1800,Former Only
National,French Indian Ocean Territories (France),YT/RE,647,04,Zeop,Zeop mobile,Unknown,LTE 1800 / LTE 2100 / LTE 2600,
National,French Indian Ocean Territories (France),YT/RE,647,10,SFR Réunion,Société Réunionnaise du Radiotéléphone,Operational,GSM 900 / UMTS 900 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2600,"Mayotte, Réunion; LTE bands 20 / 3 / 7"
National,Gabon,GA,628,01,Libertis,Gabon Telecom S.A.,Operational,GSM 900 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2600,
National,Gabon,GA,628,02,Moov,Gabon Telecom S.A.,Operational,GSM 900 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2600,"Former Atlantique Télécom (Etisalat Group), merged with Gabon Telecom in 2016"
National,Gabon,GA,628,03,Airtel,Airtel Gabon S.A.,Operational,GSM 900 / UMTS 2100 / LTE 2100,
National,Gabon,GA,628,04,Azur,USAN Gabon S.A.,Not operational,GSM 900 / GSM 1800,Shut down 2018
National,Gabon,GA,628,05,RAG,Réseau de l’Administration Gabonaise,Unknown,Unknown,
National,Gambia,GM,607,01,Gamcel,Gamcel,Operational,GSM 900 / GSM 1800 / UMTS 2100,
National,Gambia,GM,607,02,Africell,Africell,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 1800,
National,Gambia,GM,607,03,Comium,Comium,Operational,GSM 900 / GSM 1800,
National,Gambia,GM,607,04,QCell,QCell Gambia,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 1800,
National,Gambia,GM,607,05,,Gamtel-Ecowan,Unknown,WiMAX / LTE,
National,Gambia,GM,607,06,,NETPAGE,Operational,TD-LTE 2300,
National,Ghana,GH,620,01,MTN,MTN Group,Operational,GSM 900 / GSM 1800 / UMTS 900 / UMTS 2100 / LTE 800 / LTE 2600,former spacefon
National,Ghana,GH,620,02,Vodafone,Vodafone Group,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800,"former Onetouch, Ghana Telecom"
National,Ghana,GH,620,03,AirtelTigo,Millicom Ghana,Operational,GSM 900 / GSM 1800 / UMTS 2100,"former MOBITEL, Tigo"
National,Ghana,GH,620,04,Expresso,Kasapa / Hutchison Telecom,Operational,CDMA2000 850,former Kasapa
National,Ghana,GH,620,05,,National Security,Unknown,Unknown,
National,Ghana,GH,620,06,AirtelTigo,Airtel,Operational,GSM 900 / GSM 1800 / UMTS 2100,"former Zain, Airtel"
National,Ghana,GH,620,07,Globacom,Globacom Group,Operational,GSM 900 / GSM 1800 / UMTS 2100,
National,Ghana,GH,620,08,Surfline,Surfline Communications Ltd,Not operational,LTE 2600,LTE band 7; shut down Oct 2018
National,Ghana,GH,620,09,NITA,National Information Technology Agency,Unknown,Unknown,
National,Ghana,GH,620,10,Blu,Blu Telecommunications,Operational,TD-LTE 2500,LTE band 41
National,Ghana,GH,620,11,,Netafrique Dot Com Ltd,Unknown,Unknown,
National,Ghana,GH,620,12,,BTL,Unknown,Unknown,
National,Ghana,GH,620,13,,Goldkey,Unknown,Unknown,
National,Ghana,GH,620,14,busy,BusyInternet,Operational,TD-LTE 2300,
National,Ghana,GH,620,15,,Lebara,Operational,MVNO,
National,Ghana,GH,620,16,,Telesol,Operational,LTE 1800,data only
National,Ghana,GH,620,17,,iBurst Africa,Unknown,Unknown,
National,Guinea,GN,611,01,Orange,Orange S.A.,Operational,GSM 900 / GSM 1800 / LTE,Formerly Spacetel
National,Guinea,GN,611,02,Sotelgui,Sotelgui Lagui,Operational,GSM 900,
National,Guinea,GN,611,03,Telecel Guinee,INTERCEL Guinée,Operational,GSM 900,
National,Guinea,GN,611,04,MTN,Areeba Guinea,Operational,GSM 900 / GSM 1800 / UMTS 2100,
National,Guinea,GN,611,05,Cellcom,Cellcom,Operational,GSM 900 / GSM 1800 / UMTS 2100,
National,Guinea-Bissau,GW,632,01,Guinetel,Guinétel S.A.,Operational,GSM 900 / GSM 1800,
National,Guinea-Bissau,GW,632,02,MTN Areeba,Spacetel Guiné-Bissau S.A.,Operational,GSM 900 / GSM 1800 / UMTS 2100,
National,Guinea-Bissau,GW,632,03,Orange,,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE,
National,Guinea-Bissau,GW,632,07,Guinetel,Guinétel S.A.,Operational,GSM 900 / GSM 1800,
National,Ivory Coast,CI,612,01,,Cora de Comstar,Not operational,Unknown,
National,Ivory Coast,CI,612,02,Moov,Atlantique Cellulaire,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 2600,
National,Ivory Coast,CI,612,03,Orange,Orange,Operational,GSM 900 / UMTS 2100 / LTE 1800,
National,Ivory Coast,CI,612,04,KoZ,Comium Ivory Coast Inc,Operational,GSM 900 / GSM 1800,
National,Ivory Coast,CI,612,05,MTN,Loteny Telecom,Operational,GSM 900 / UMTS 2100 / LTE 800,
National,Ivory Coast,CI,612,06,GreenN,Oricel,Operational,GSM 1800,
National,Ivory Coast,CI,612,07,café,Aircomm,Operational,GSM 1800,
National,Ivory Coast,CI,612,18,,YooMee,Operational,TD-LTE 2300,
National,Kenya,KE,639,01,Safaricom,Safaricom Limited,Unknown,Unknown,
National,Kenya,KE,639,02,Safaricom,Safaricom Limited,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800 / LTE 1800,
National,Kenya,KE,639,03,Airtel,Bharti Airtel,Operational,GSM 900 / GSM 1800 / UMTS 900 / UMTS 2100 / LTE 800,"Former Celtel, then Zain"
National,Kenya,KE,639,04,,Mobile Pay Kenya Limited,Unknown,Unknown,
National,Kenya,KE,639,05,yu,Essar Telecom Kenya,Not operational,GSM 900,"Former Econet Wireless; network sold to Safaricom in 2014, subscribers moved to Airtel"
National,Kenya,KE,639,06,,Finserve Africa Limited,Unknown,Unknown,
National,Kenya,KE,639,07,Telkom,Telkom Kenya,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800,Former Orange Kenya; CDMA 850 MHz shut down in Mar 2015
National,Kenya,KE,639,08,,Sema Mobile Services Limited,Not operational,MVNO,Used Airtel; MNC withdrawn
National,Kenya,KE,639,09,,Homeland Media Group Limited,Unknown,Unknown,
National,Kenya,KE,639,10,Faiba 4G,Jamii Telecommunications Limited,Operational,LTE 700,LTE band 28
National,Kenya,KE,639,11,,WiAfrica Kenya Limited,Not operational,Unknown,MNC withdrawn
National,Lesotho,LS,651,01,Vodacom,Vodacom Lesotho (Pty) Ltd,Operational,GSM 900 / UMTS 2100 / LTE 800 / LTE 1800 / 5G 3500,
National,Lesotho,LS,651,02,Econet Telecom,Econet Ezi-cel,Operational,GSM 900 / UMTS 2100 / LTE,
National,Lesotho,LS,651,10,Vodacom,Vodacom Lesotho (Pty) Ltd,Unknown,Unknown,
National,Liberia,LR,618,01,Lonestar Cell MTN,Lonestar Communications Corporation,Operational,GSM 900 / GSM 1800 / UMTS 2100,
National,Liberia,LR,618,02,Libercell,Atlantic Wireless (Liberia) Inc.,Not operational,Unknown,Shut down in 2012
National,Liberia,LR,618,04,Novafone,Novafone Inc.,Operational,GSM 900 / GSM 1800 / UMTS 2100,Former Comium
National,Liberia,LR,618,07,Orange LBR,Orange Liberia,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 1800,Former Cellcom
National,Liberia,LR,618,20,LIBTELCO,Liberia Telecommunications Corporation,Operational,CDMA2000,
National,Libya,LY,606,00,Libyana,Libyana,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 1800,
National,Libya,LY,606,01,Madar,Al-Madar Al-Jadeed,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 1800,
National,Libya,LY,606,02,Al-Jeel Phone,Al-Jeel Al-Jadeed,Operational,MVNO,Uses Al-Madar
National,Libya,LY,606,03,Libya Phone,Libya Telecom & Technology (LTT),Operational,MVNO / LTE 800,Uses Libyana; LTE for fixed wireless broadband
National,Libya,LY,606,06,Hatef Libya,Hatef Libya,Operational,CDMA2000,Fixed wireless
National,Madagascar,MG,646,01,Airtel,Bharti Airtel,Operational,GSM 900 / GSM 1800 / UMTS 900 / UMTS 2100 / LTE 1800,"Former Celtel (Zain), Madacom"
National,Madagascar,MG,646,02,Orange,Orange Madagascar S.A.,Operational,GSM 900 / UMTS 2100 / LTE 1800,
National,Madagascar,MG,646,03,Sacel,Sacel Madagascar S.A.,Not operational,GSM 900,license withdrawn in 2001
National,Madagascar,MG,646,04,Telma,Telma Mobile S.A.,Operational,GSM 900 / UMTS 2100 / LTE 1800,
National,Madagascar,MG,646,05,BIP / blueline,Gulfsat Madagascar S.A.,Operational,LTE 2100 / TD-LTE 2600,
National,Malawi,MW,650,01,TNM,Telecom Network Malawi,Operational,GSM 900 / GSM 1800 / UMTS 900 / UMTS 2100 / TD-LTE 2500,
National,Malawi,MW,650,02,Access,Access Communications Ltd,Operational,CDMA / LTE 850,
National,Malawi,MW,650,10,Airtel,Airtel Malawi Limited,Operational,GSM 900 / GSM 1800 / UMTS 900 / UMTS 2100 / LTE 1800,Former Celtel (Zain)
National,Mali,ML,610,01,Malitel,Malitel SA,Operational,GSM 900 / UMTS 2100 / LTE,
National,Mali,ML,610,02,Orange,Orange Mali SA,Operational,GSM 900 / UMTS 2100 / LTE,
National,Mali,ML,610,03,Telecel,Alpha Telecommunication Mali S.A.,Operational,GSM 900 / GSM 1800 / UMTS 2100,
National,Mauritania,MR,609,01,Mattel,Mattel,Operational,GSM 900,
National,Mauritania,MR,609,02,Chinguitel,Chinguitel,Operational,GSM 900 / GSM 1800 / UMTS 2100,
National,Mauritania,MR,609,10,Mauritel,Mauritel Mobiles,Operational,GSM 900,
National,Mauritius,MU,617,01,my.t,Cellplus Mobile Communications Ltd.,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 1800,Former Orange
National,Mauritius,MU,617,02,MOKOZE / AZU,Mahanagar Telephone Mauritius Limited (MTML),Operational,CDMA2000,
National,Mauritius,MU,617,03,CHILI,Mahanagar Telephone Mauritius Limited (MTML),Operational,GSM 900 / UMTS 2100 / LTE 1800,
National,Mauritius,MU,617,10,Emtel,Emtel Ltd.,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 1800,
National,Morocco,MA,604,00,Orange Morocco,Médi Télécom,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2600,Former Méditel
National,Morocco,MA,604,01,IAM,Ittissalat Al-Maghrib (Maroc Telecom),Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800 / LTE 2600,
National,Morocco,MA,604,02,INWI,Wana Corporate,Operational,GSM 900 / GSM 1800,
National,Morocco,MA,604,04,,Al Houria Telecom,Unknown,Unknown,
National,Morocco,MA,604,05,INWI,Wana Corporate,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2600,
National,Morocco,MA,604,06,IAM,Ittissalat Al-Maghrib (Maroc Telecom),Unknown,Unknown,
National,Morocco,MA,604,99,,Al Houria Telecom,Unknown,Unknown,
National,Mozambique,MZ,643,01,mCel,Mocambique Celular S.A.,Operational,GSM 900 / GSM 1800 / UMTS 900 / UMTS 2100,
National,Mozambique,MZ,643,03,Movitel,"Movitel, SA",Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800,
National,Mozambique,MZ,643,04,Vodacom,"Vodacom Mozambique, S.A.",Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800,
National,Namibia,NA,649,01,MTC,MTC Namibia,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 1800,
National,Namibia,NA,649,02,switch,Telecom Namibia,Operational,CDMA2000 800,
National,Namibia,NA,649,03,TN Mobile,Telecom Namibia,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 1800 / TD-LTE 2600,former Cell One
National,Namibia,NA,649,04,,Paratus Telecommunications (Pty),Operational,WiMAX 2500 / TD-LTE,former ITN/WTN
National,Namibia,NA,649,05,,Demshi Investments CC,Unknown,Unknown,
National,Namibia,NA,649,06,,MTN Namibia,Operational,LTE,"LTE fixed wireless, MVNO"
National,Niger,NE,614,01,SahelCom,La Société Sahélienne de Télécommunications (SahelCom),Operational,GSM 900,
National,Niger,NE,614,02,Airtel,Bharti Airtel Limited,Operational,GSM 900 / LTE,"formerly Zain, Celtel"
National,Niger,NE,614,03,Moov,Atlantique Telecom (subsidiary of Etisalat),Operational,GSM 900,Former Telecel
National,Niger,NE,614,04,Orange,Orange Niger,Operational,GSM 900 / GSM 1800,
National,Nigeria,NG,621,00,,Capcom,Not operational,LTE 1900,"Former Starcomms, MultiLinks, and MTS First Wireless"
National,Nigeria,NG,621,20,Airtel,Bharti Airtel Limited,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 1800,"Former Zain, V-Mobile"
National,Nigeria,NG,621,22,InterC,InterC Network Ltd.,Operational,LTE 800,Former Intercellular; LTE band 20
National,Nigeria,NG,621,24,,Spectranet,Operational,TD-LTE 2300,
National,Nigeria,NG,621,25,Visafone,Visafone Communications Ltd.,Not operational,CDMA2000 800 / CDMA2000 1900,Acquired by MTN
National,Nigeria,NG,621,26,,Swift,Operational,TD-LTE 2300,
National,Nigeria,NG,621,27,Smile,Smile Communications Nigeria,Operational,LTE 800,LTE band 20
National,Nigeria,NG,621,30,MTN,MTN Nigeria Communications Limited,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800 / LTE 2600 / TD-LTE 3500,
National,Nigeria,NG,621,40,Ntel,Nigerian Mobile Telecommunications Limited,Operational,LTE 900 / LTE 1800,Former M-Tel; LTE bands 8 / 3
National,Nigeria,NG,621,50,Glo,Globacom Ltd,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 700,LTE band 28
National,Nigeria,NG,621,60,9mobile,Emerging Markets Telecommunication Services Ltd.,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 1800,"Until 2017, Etisalat"
National,Rwanda,RW,635,10,MTN,MTN Rwandacell SARL,Operational,GSM 900 / GSM 1800 / UMTS 900 / UMTS 2100,
National,Rwanda,RW,635,11,Rwandatel,Rwandatel S.A.,Not operational,CDMA,Licence revoked in April 2011
National,Rwanda,RW,635,12,Rwandatel,Rwandatel S.A.,Not operational,GSM,Licence revoked in April 2011
National,Rwanda,RW,635,13,Airtel,Airtel RWANDA,Operational,GSM 900 / GSM 1800 / UMTS 2100,Former Tigo
National,Rwanda,RW,635,14,Airtel,Airtel RWANDA,Not operational,GSM 900 / GSM 1800 / UMTS 2100,Merged with Tigo; MNC withdrawn
National,Rwanda,RW,635,17,Olleh,Olleh Rwanda Networks,Operational,LTE 800 / LTE 1800,"LTE band 20 / 3; wholesale network used by Airtel, MTN, Tigo"
National,"Saint Helena, Ascension and Tristan da Cunha",SH,658,01,Sure,Sure South Atlantic Ltd.,Operational,GSM 900 / GSM 1800 / LTE 1800,
National,Sao Tome and Principe,ST,626,01,CSTmovel,Companhia Santomese de Telecomunicaçôe,Operational,GSM 900 / UMTS 2100,
National,Sao Tome and Principe,ST,626,02,Unitel STP,Unitel Sao Tome and Principe,Operational,GSM 900 / UMTS 2100,
National,Senegal,SN,608,01,Orange,Sonatel,Operational,GSM 900 / UMTS 2100 / LTE 800 / LTE 1800,
National,Senegal,SN,608,02,Free,Saga Africa Holdings Limited,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE,"former SENTEL GSM, Tigo"
National,Senegal,SN,608,03,Expresso,Expresso Telecom,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE,
National,Senegal,SN,608,04,,CSU-SA,Unknown,Unknown,
National,Seychelles,SC,633,01,Cable & Wireless,Cable & Wireless Seychelles,Operational,GSM 900 / UMTS,
National,Seychelles,SC,633,02,Mediatech,Mediatech International,Not operational,GSM 1800,License and MNC withdrawn
National,Seychelles,SC,633,10,Airtel,Telecom Seychelles Ltd,Operational,GSM 900 / UMTS 2100 / LTE 800,
National,Sierra Leone,SL,619,01,Orange,Orange SL Limited,Operational,GSM 900 / UMTS 2100 / LTE,"Former Zain, Celtel, Bharti Airtel"
National,Sierra Leone,SL,619,02,Africell,Lintel Sierra Leone Limited,Unknown,Unknown,"Former Millicom, Tigo"
National,Sierra Leone,SL,619,03,Africell,Lintel Sierra Leone Limited,Operational,GSM 900,
National,Sierra Leone,SL,619,04,Comium,Comium (Sierra Leone) Ltd.,Not operational,GSM 900 / GSM 1800,
National,Sierra Leone,SL,619,05,Africell,Lintel Sierra Leone Limited,Operational,GSM 900,
National,Sierra Leone,SL,619,06,SierraTel,Sierra Leone Telephony,Operational,CDMA 800 / LTE,
National,Sierra Leone,SL,619,07,,Qcell Sierra Leone,Unknown,Unknown,
National,Sierra Leone,SL,619,09,Smart Mobile,InterGroup Telecom SL,Operational,GSM 900 / GSM 1800 / UMTS 2100,
National,Sierra Leone,SL,619,25,Mobitel,Mobitel,Reserved,Unknown,
National,Sierra Leone,SL,619,40,,Datatel (SL) Ltd.,Unknown,GSM,
National,Sierra Leone,SL,619,50,,Datatel (SL) Ltd.,Unknown,CDMA,
National,Somalia,SO,637,01,Telesom,Telesom,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE,
National,Somalia,SO,637,04,Somafone,Somafone FZLLC,Operational,GSM 900 / GSM 1800,
National,Somalia,SO,637,10,Nationlink,NationLink Telecom,Operational,GSM 900,
National,Somalia,SO,637,20,SOMNET,SOMNET,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800,Uncertain bands
National,Somalia,SO,637,50,Hormuud,Hormuud Telecom Somalia Inc,Operational,GSM 900 / UMTS,"Uncertain MNC number, maybe (also) 25"
National,Somalia,SO,637,30,Golis,Golis Telecom Somalia,Operational,GSM 900,
National,Somalia,SO,637,57,UNITEL,UNITEL S.a.r.l.,Operational,GSM 900 / GSM 1800,
National,Somalia,SO,637,60,Nationlink,Nationlink Telecom,Operational,GSM 900 / GSM 1800,
National,Somalia,SO,637,67,Horntel Group,HTG Group Somalia,Operational,GSM 900 / GSM 1800 / UMTS 2100,
National,Somalia,SO,637,70,,Onkod Telecom Ltd.,Not operational,Unknown,MNC withdrawn
National,Somalia,SO,637,71,Somtel,Somtel,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800,
National,Somalia,SO,637,82,Telcom,Telcom Somalia,Operational,GSM 900 / GSM 1800 / CDMA2000 / LTE,
National,South Africa,ZA,655,01,Vodacom,Vodacom,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 900 / LTE 1800 / LTE 2100 / LTE 5200 / LTE 5800,
National,South Africa,ZA,655,02,Telkom,Telkom SA SOC Ltd,Operational,GSM 1800 / UMTS 2100 / LTE 1800 / TD-LTE 2300,"Formerly Telkom Mobile, 8ta"
National,South Africa,ZA,655,04,,Sasol (Pty) Ltd.,Not operational,Unknown,
National,South Africa,ZA,655,05,,Telkom SA Ltd,Unknown,Unknown 3G,
National,South Africa,ZA,655,06,,Sentech (Pty) Ltd,Operational,Unknown,
National,South Africa,ZA,655,07,Cell C,Cell C (Pty) Ltd,Operational,GSM 900 / GSM 1800 / UMTS 900 / LTE 1800 / LTE 2100,
National,South Africa,ZA,655,10,MTN,MTN Group,Operational,GSM 900 / UMTS 900 / UMTS 2100 / LTE 900 / LTE 1800 / LTE 2100,
National,South Africa,ZA,655,11,,South African Police Service Gauteng,Not operational,TETRA 410,
National,South Africa,ZA,655,12,MTN,MTN Group,Unknown,Unknown,
National,South Africa,ZA,655,13,Neotel,Neotel Pty Ltd,Not operational,CDMA 800,Shut down May 2019
National,South Africa,ZA,655,14,Neotel,Neotel Pty Ltd,Operational,LTE 1800,
National,South Africa,ZA,655,16,,Phoenix System Integration (Pty) Ltd,Not operational,Unknown,MNC withdrawn
